docno,text
190,Dex Number: #0190 Aipom Normal Name: Aipom Type: Normal Description: Its tail is so powerful that it can use it to grab a tree branch and hold itself up in the air.
191,"Dex Number: #0191 Sunkern Grass Name: Sunkern Type: Grass Description: It may drop out of the sky suddenly. If attacked by a SPEAROW, it will violently shake its leaves."
192,"Dex Number: #0192 Sunflora Grass Name: Sunflora Type: Grass Description: It converts sunlight into energy. In the darkness after sunset, it closes its petals and becomes still."
193,"Dex Number: #0193 Yanma Bug · Flying Name: Yanma Type: Bug, Flying Description: If it flaps its wings really fast, it can generate shock waves that will shatter windows in the area."
194,"Dex Number: #0194 Wooper Water · Ground Name: Wooper Type: Water, Ground Description: This POKéMON lives in cold water. It will leave the water to search for food when it gets cold outside."
195,"Dex Number: #0195 Quagsire Water · Ground Name: Quagsire Type: Water, Ground Description: This carefree POKéMON has an easy-going nature. While swimming, it always bumps into boat hulls."
196,Dex Number: #0196 Espeon Psychic Name: Espeon Type: Psychic Description: It uses the fine hair that covers its body to sense air currents and predict its enemy’s actions.
197,"Dex Number: #0197 Umbreon Dark Name: Umbreon Type: Dark Description: When agitated, this POKéMON protects itself by spraying poisonous sweat from its pores."
198,"Dex Number: #0198 Murkrow Dark · Flying Name: Murkrow Type: Dark, Flying Description: Feared and loathed by many, it is believed to bring misfortune to all those who see it at night."
199,"Dex Number: #0199 Slowking Water · Psychic Name: Slowking Type: Water, Psychic Description: It has incredible intellect and intuition. Whatever the situation, it remains calm and collected."
200,Dex Number: #0200 Misdreavus Ghost Name: Misdreavus Type: Ghost Description: It likes playing mischievous tricks such as screaming and wailing to startle people at night.
201,Dex Number: #0201 Unown Psychic Name: Unown Type: Psychic Description: Their shapes look like hieroglyphs on ancient tablets. It is said that the two are somehow related.
202,"Dex Number: #0202 Wobbuffet Psychic Name: Wobbuffet Type: Psychic Description: It hates light and shock. If attacked, it inflates its body to pump up its counterstrike."
203,"Dex Number: #0203 Girafarig Normal · Psychic Name: Girafarig Type: Normal, Psychic Description: Its tail has a small brain of its own. Beware! If you get close, it may react to your scent and bite."
204,Dex Number: #0204 Pineco Bug Name: Pineco Type: Bug Description: It likes to make its shell thicker by adding layers of tree bark. The additional weight doesn’t bother it.
205,"Dex Number: #0205 Forretress Bug · Steel Name: Forretress Type: Bug, Steel Description: Its entire body is shielded by a steel-hard shell. What lurks inside the armor is a total mystery."
206,"Dex Number: #0206 Dunsparce Normal Name: Dunsparce Type: Normal Description: When spotted, this POKéMON escapes backward by furiously boring into the ground with its tail."
207,"Dex Number: #0207 Gligar Ground · Flying Name: Gligar Type: Ground, Flying Description: It flies straight at its target’s face then clamps down on the startled victim to inject poison."
208,"Dex Number: #0208 Steelix Steel · Ground Name: Steelix Type: Steel, Ground Description: Its body has been compressed deep under the ground. As a result, it is even harder than a diamond."
209,"Dex Number: #0209 Snubbull Fairy Name: Snubbull Type: Fairy Description: Although it looks frightening, it is actually kind and affectionate. It is very popular among women."
210,"Dex Number: #0210 Granbull Fairy Name: Granbull Type: Fairy Description: It is actually timid and easily spooked. If attacked, it flails about to fend off its attacker."
211,"Dex Number: #0211 Qwilfish Water · Poison Name: Qwilfish Type: Water, Poison Description: To fire its poison spikes, it must inflate its body by drinking over 2.6 gallons of water all at once."
212,"Dex Number: #0212 Scizor Bug · Steel Name: Scizor Type: Bug, Steel Description: It swings its eye-patterned pincers up to scare its foes. This makes it look like it has three heads."
213,"Dex Number: #0213 Shuckle Bug · Rock Name: Shuckle Type: Bug, Rock Description: The BERRIES it stores in its vase-like shell decompose and become a gooey liquid."
214,"Dex Number: #0214 Heracross Bug · Fighting Name: Heracross Type: Bug, Fighting Description: This powerful POKéMON thrusts its prized horn under its enemies’ bellies then lifts and throws them."
215,"Dex Number: #0215 Sneasel Dark · Ice Name: Sneasel Type: Dark, Ice Description: Its paws conceal sharp claws. If attacked, it suddenly extends the claws and startles its enemy."
216,"Dex Number: #0216 Teddiursa Normal Name: Teddiursa Type: Normal Description: If it finds honey, its crescent mark glows. It always licks its paws because they are soaked with honey."
217,"Dex Number: #0217 Ursaring Normal Name: Ursaring Type: Normal Description: Although it is a good climber, it prefers to snap trees with its forelegs and eat fallen BERRIES."
218,"Dex Number: #0218 Slugma Fire Name: Slugma Type: Fire Description: It never sleeps. It has to keep moving because if it stopped, its magma body would cool and harden."
219,"Dex Number: #0219 Magcargo Fire · Rock Name: Magcargo Type: Fire, Rock Description: The shell on its back is just skin that has cooled and hardened. It breaks easily with a slight touch."
220,"Dex Number: #0220 Swinub Ice · Ground Name: Swinub Type: Ice, Ground Description: It rubs its snout on the ground to find and dig up food. It sometimes discovers hot springs."
221,"Dex Number: #0221 Piloswine Ice · Ground Name: Piloswine Type: Ice, Ground Description: Because the long hair all over its body obscures its sight, it just keeps charging repeatedly."
222,"Dex Number: #0222 Corsola Water · Rock Name: Corsola Type: Water, Rock Description: It continuously sheds and grows. The tip of its head is prized as a treasure for its beauty."
223,Dex Number: #0223 Remoraid Water Name: Remoraid Type: Water Description: It has superb accuracy. The water it shoots out can strike even moving prey from more than 300 feet.
224,Dex Number: #0224 Octillery Water Name: Octillery Type: Water Description: It traps enemies with its suction-cupped tentacles then smashes them with its rock-hard head.
225,"Dex Number: #0225 Delibird Ice · Flying Name: Delibird Type: Ice, Flying Description: It carries food all day long. There are tales about lost people who were saved by the food it had."
226,"Dex Number: #0226 Mantine Water · Flying Name: Mantine Type: Water, Flying Description: As it majestically swims, it doesn’t care if REMORAID attach to it for scavenging its leftovers."
227,"Dex Number: #0227 Skarmory Steel · Flying Name: Skarmory Type: Steel, Flying Description: Its sturdy wings look heavy, but they are actually hollow and light, allowing it to fly freely in the sky."
228,"Dex Number: #0228 Houndour Dark · Fire Name: Houndour Type: Dark, Fire Description: It uses different kinds of cries for communicating with others of its kind and for pursuing its prey."
229,"Dex Number: #0229 Houndoom Dark · Fire Name: Houndoom Type: Dark, Fire Description: If you are burned by the flames it shoots from its mouth, the pain will never go away."
230,"Dex Number: #0230 Kingdra Water · Dragon Name: Kingdra Type: Water, Dragon Description: It is said that it usually hides in underwater caves. It can create whirlpools by yawning."
231,"Dex Number: #0231 Phanpy Ground Name: Phanpy Type: Ground Description: It swings its long snout around playfully, but because it is so strong, that can be dangerous."
232,"Dex Number: #0232 Donphan Ground Name: Donphan Type: Ground Description: It has sharp, hard tusks and a rugged hide. Its TACKLE is strong enough to knock down a house."
233,"Dex Number: #0233 Porygon2 Normal Name: Porygon2 Type: Normal Description: This upgraded version of PORYGON is designed for space exploration. It can’t fly, though."
234,Dex Number: #0234 Stantler Normal Name: Stantler Type: Normal Description: The curved antlers subtly change the flow of air to create a strange space where reality is distorted.
235,Dex Number: #0235 Smeargle Normal Name: Smeargle Type: Normal Description: A special fluid oozes from the tip of its tail. It paints the fluid everywhere to mark its territory.
236,"Dex Number: #0236 Tyrogue Fighting Name: Tyrogue Type: Fighting Description: It is always bursting with energy. To make itself stronger, it keeps on fighting even if it loses."
237,"Dex Number: #0237 Hitmontop Fighting Name: Hitmontop Type: Fighting Description: If you become enchanted by its smooth, elegant, dance-like kicks, you may get drilled hard."
238,"Dex Number: #0238 Smoochum Ice · Psychic Name: Smoochum Type: Ice, Psychic Description: Its lips are the most sensitive parts on its body. It always uses its lips first to examine things."
239,"Dex Number: #0239 Elekid Electric Name: Elekid Type: Electric Description: It rotates its arms to generate electricity, but it tires easily, so it charges up only a little bit."
240,"Dex Number: #0240 Magby Fire Name: Magby Type: Fire Description: Each and every time it inhales and exhales, hot embers dribble out of its mouth and nostrils."
241,"Dex Number: #0241 Miltank Normal Name: Miltank Type: Normal Description: Its milk is packed with nutrition, making it the ultimate beverage for the sick or weary."
242,Dex Number: #0242 Blissey Normal Name: Blissey Type: Normal Description: Anyone who takes even one bite of BLISSEY’s egg becomes unfailingly caring and pleasant to everyone.
243,Dex Number: #0243 Raikou Electric Name: Raikou Type: Electric Description: The rain clouds it carries let it fire thunderbolts at will. They say that it descended with lightning.
244,"Dex Number: #0244 Entei Fire Name: Entei Type: Fire Description: Volcanoes erupt when it barks. Unable to restrain its extreme power, it races headlong around the land."
245,"Dex Number: #0245 Suicune Water Name: Suicune Type: Water Description: Said to be the reincarnation of north winds, it can instantly purify filthy, murky water."
246,"Dex Number: #0246 Larvitar Rock · Ground Name: Larvitar Type: Rock, Ground Description: It feeds on soil. After it has eaten a large mountain, it will fall asleep so it can grow."
247,"Dex Number: #0247 Pupitar Rock · Ground Name: Pupitar Type: Rock, Ground Description: Its shell is as hard as sheet rock, and it is also very strong. Its THRASHING can topple a mountain."
248,"Dex Number: #0248 Tyranitar Rock · Dark Name: Tyranitar Type: Rock, Dark Description: Its body can’t be harmed by any sort of attack, so it is very eager to make challenges against enemies."
